Title,Company,City,Country,Type,Seniority,Posted,Collected Date,Applicants,Employees,Industry,Job URL,Job ID,Job Description
"Data Analyst
Data Analyst",Senovo IT Ltd,Copenhagen,Denmark,On-site,Mid-Senior level,N/A,2024-08-01,Over 100 applicants,11-50 employees,Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3982751692&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3982751692,"""About the job
Senovo IT is actively looking for Data Analyst to join a well-known Danish client.

Contract role: 12 months + extension
Languages: Danish and English

Main requirements:
data coherence across systems due to the business requirements 
 understanding and translating data through Power BI, also manual/excel reporting in interim phases 
 development and maintenance of the reporting, primarily in Power BI 
 stakeholder management 

Tech stack :
Data analytics
Power BI
SQL
Python
Cloud: MS Azure

If you are interested to discuss more details, please forward your CV as well as contact details to ina@senovo-it.com"""
"Junior Data & Insights Analyst
Junior Data & Insights Analyst",HarborLab,Athens,Greece,On-site,Associate,N/A,2024-08-01,Over 100 applicants,51-200 employees,Software Development,https://www.linkedin.com/jobs/search/?currentJobId=3986964758&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3986964758,"""About the job
Who We Are

We are Harbor Lab, a forward-thinking B2B software startup dedicated to fostering trust within the maritime ecosystem. Our vision is to revolutionize the way Shipping Companies and Port Agents conduct their operations, leveraging transparency and innovation to optimize the maritime industry's last mile. 

At Harbor Lab, we're committed to be the preferred partner for all maritime operations, driven by our core values of ambition, trustworthiness, genuine care for people, and agility. We bring value to both sides of the equation by streamlining processes, reducing costs, and facilitating well-informed decision-making. Our ultimate goal is to build trust in the maritime ecosystem and transform the way maritime businesses operate. 

Harbor Lab has also been recognized as one of the Best Workplaces in 2021 & 2022 & 2023 by the Great Place to Work Institute. 

About The Role

Data team is dedicated to provide innovative solutions and actionable insights that enable our company to stay ahead in a competitive market by harnessing the power of data to drive our business forward. As a member of the Data team, you will take on some of our biggest challenges and your work will impact the entire Harbor Lab experience. Our team moves very fast, so you'll have the opportunity to make an immediate difference! 

Are you fluent with Data? Do you pay attention to detail? Are you excited about joining a fast-pace, data-driven start-up environment? 

What You Will Be Doing

Collect, clean, and analyze large datasets from multiple sources to identify trends, patterns, and actionable insights 
Develop and maintain dashboards, reports, and visualizations to effectively communicate data findings to stakeholders 
Perform statistical analysis and predictive modeling to forecast future trends and business outcomes
Collaborate with cross-functional teams to understand their data requirements and provide analytical support. Work with the product team to help better understand the behaviour of our users, through usage and platform data, and find new ways to extract actionable intelligence from this data 
Present insights and recommendations to senior management to support strategic planning and decision-making
Ensure data accuracy, integrity, and security in all analyses and reporting
Stay up-to-date with the latest data analytics tools, technologies, and best practices


Requirements

WE WOULD LOVE TO HEAR FROM YOU IF YOU HAVE

Educational background in Physics, Maths, Statistics, Computer Science, Engineering or other quantitative discipline or equivalent experience 
Up to 2 years of hands-on experience in data modelling, reporting and predictive analytics to tackle business and user problems 
Proficient in both SQL & Python 
Experience with data visualization tools such as Quicksight, Tableau or Power BI 
Excellent analytical and problem-solving skills with a keen attention to detail 
Ability to interpret complex data and communicate findings clearly to non-technical stakeholders 
Strong organizational and project management skills 
Experience to measurement methodologies such as A/B, Pre/Post or Causal impact 
Knowledge of data privacy regulations and best practices in data governance 


Additionally, The Following Will Be Considered a Plus

MSc / Ph.D. in relevant subjects 
Understanding of ETL pipelines and working with APIs 
Additional competence in data engineering, noSQL, Apache Hadoop, Spark 
Knowledge of ML techniques such as Decision Trees, Regression, Clustering, Bayesian networks & LLMs 


Benefits

WE OFFER

Attractive compensation package based on experience and skillset 
30 days of paid annual leave 
Private health insurance 
Flexible working hours 
Yoga classes & Life Coach Sessions 

If you feel you can contribute to our goals and want to join an ambitious, shipping tech company with a unique culture, we would love to hear from you.

Harbor Lab is certified as Great Place to Work in Greece and is an equal opportunity employer and prohibits discrimination on the basis of race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws
Harbor Lab collects and processes personal data in accordance with the EU General Data Protection Regulation (GDPR). We are bound to use the information provided within your job application for recruitment purposes only and not to share these with any third parties. We will keep your resume in our database for any future consideration. In case you want to be deleted from our database, you can contact us at people@harborlab.com
 If you are applying to this job post, then we assume that you have the legal right to work in the EU"""
"Stage Data Analyst - CRM
Stage Data Analyst - CRM with verification",Cofidis Italia,Milan,Italy,On-site,Internship,N/A,2024-08-01,Over 100 applicants,201-500 employees,Financial Services,https://www.linkedin.com/jobs/search/?currentJobId=3937844811&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3937844811,"""About the job
CHI SIAMO

Cofidis Italia fa parte Cofidis Group, player europeo del credito al consumo da oltre 25 anni, presente in 9 Paesi. Offriamo supporto ai clienti con le nostre soluzioni di credito innovative, studiate per permettere a chiunque di realizzare i propri progetti. 
Il nostro Team si compone di più di 350 persone e facciamo dell’innovazione uno dei pilastri del nostro successo. Il sistema valoriale condiviso, di cui innovazione, considerazione, semplicità, responsabilità ed energia ne rappresentano le fondamenta, ci rende una realtà fortemente orientata alla valorizzazione dell’individuo in cui l’ascolto e il coinvolgimento dei collaboratori rappresentano una costante.

L’OPPORTUNITA’ PROFESSIONALE

Per la sede di Milano siamo alla ricerca di un profilo con un percorso di studi universitario in ambito statistico o informatico da inserire nella Direzione Marketing e Clienti, all’interno del team CRM, per uno stage della durata di 6 mesi (con rimborso spesa mensile e ticket restaurant).
Ricerchiamo persone proattive, interessate ad entrare in una delle realtà più innovative del settore del Credito al Consumo in Italia, per intraprendere un percorso di formazione professionale nel ruolo di Data Analyst CRM.

LE TUE SFIDE NEL RUOLO

All’interno del team sarai coinvolto in numerosi processi e attività della Direzione Marketing potendo così acquisire competenze traversali e capacità relazionali oltre che ad approfondire e sviluppare il background tecnico-analitico.
In particolare potrai occuparti, insieme al team, delle seguenti attività:
Estrazione dei target delle differenti campagne marketing al fine di assegnare l’offerta corretta ad ogni tipologia di cliente
Monitoraggio e valutazione sia delle iniziative di marketing di cross/up selling che di acquisizione attraverso la realizzazione di strumenti di reporting ed analisi ad hoc
Analisi delle caratteristiche dei clienti per comprenderne il comportamento e contribuire alla realizzazione di strumenti predittivi di acquisto e di churn

I REQUISITI

Laurea o Master in ambito Statistico-Informatico
Ottima conoscenza del pacchetto Office, in particolare Excel
Conoscenza del linguaggio di programmazione SQL
Conoscenza di SAS è considerato un plus
Precisione e attenzione al dettaglio
Approccio proattivo e innovativo

COSA TROVERAI IN COFIDIS

Un’azienda solida e strutturata e un ambiente di lavoro giovane e dinamico;
Possibilità di lavorare con smart-working parziale;
Una ricca offerta formativa continua attraverso la nostra Cofidis Academy;
Un percorso di carriera ad hoc per ogni ruolo;
Un sistema di valutazione di Performance e Competenze per la tua crescita;
Una realtà in cui le Persone, l’Ambiente e il Sociale sono un impegno concreto;
Tante attività ed eventi per fare squadra divertendosi.

Entrare in Cofidis significa diventare parte integrante di un’azienda internazionale innovativa in cui le Persone occupano un ruolo centrale nella cultura e nella strategia aziendale.

Il nostro Team di professionisti è caratterizzato da grande ambizione e senso di responsabilità e qui il tuo contributo può fare la differenza.

Scopri di più su Cofidis nella sezione Vita Aziendale (Life) della pagina Linkedin e seguici per rimanere aggiornato/a!"""
"Business Data Analyst
Business Data Analyst",Oysho,Tordera,Spain,On-site,Mid-Senior level,N/A,2024-08-01,Over 100 applicants,"1,001-5,000 employees",Retail,https://www.linkedin.com/jobs/search/?currentJobId=3975186922&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3975186922,"""About the job
Como Business Data Analyst serás la persona responsable de liderar la transformación y digitalización de las herramientas de análisis de datos dentro del departamento financiero de OYSHO.

Buscamos personas proactivas, con capacidad para trabajar en equipo y excelentes habilidades de comunicación y presentación. Disponibilidad para trabajar de forma 100% presencial.

Tus responsabilidades:

Extracción, procesamiento y organización de datos.
Conceptualización, diseño y construcción de cuadros de mando en Power BI.
Junto con el departamento, definición y cálculo de KPIs avanzados aplicando las reglas de negocio.
Análisis de los modelos de datos financieros.
Participar en la elaboración de informes estratégicos.


Tu perfil:

Formación superior en Ingenieria o ADE.
Valorable Máster en Data Analytics for Business.
Experiencia de al menos 3-4 años como Data Analyst y digitalización de procesos.
Amplia experiencia con bases de datos, SQL. y Python.
Habilidades solidas en visualización de datos en Power BI.
Valorable experiencia en el desarrollo de modelos predictivos y machine learning.
Atención al detalle, garantizando precisión e integridad en todos los análisis.
Pasión por el mundo de la moda.
Excelente nivel de Excel.
Excelente nivel de inglés.

¿Qué ofrecemos?

Formando parte del equipo de Oysho, tendrás la oportunidad de trabajar con compañeros de más de 15 nacionalidades.
Cuerpo sano, mente sana. Disfruta de nuestro servicio de comedor subvencionado con una gran variedad de comida saludable, Fresh Coffee y fruta fresca gratuita todos los días.
En Oysho valoramos tu comodidad, por eso te ofrecemos un servicio de autobús con salida desde diferentes puntos repartidos por Barcelona, Mataró y Vallés para tus desplazamientos a la oficina. En caso de que vengas en tu propio coche, disponemos de plazas de aparcamiento y punto de carga subvencionado para coches eléctricos.
Saca partido a nuestro gimnasio, disfruta de la sala fitness y no te pierdas nuestras clases dirigidas.
La clave del éxito está en el constante aprendizaje. A través de TRAIN, nuestra plataforma de e-learning, podrás acceder a diferentes cursos formativos, charlas y contenidos que te permitirán crecer y desarrollarte.
Si ya te habíamos convencido, las ventajas no acaban aquí. Al formar parte del grupo INDITEX, disfrutarás de un 25% de descuento en todas nuestras marcas.

“En Oysho estamos comprometidos con la igualdad de oportunidades.”"""
"Data-analist
Data-analist",Tremoot,The Randstad,Netherlands,On-site,Associate,N/A,2024-08-01,Over 100 applicants,2-10 employees,IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3967056841&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3967056841,"""About the job
Data Analist bij Tremoot
Bij Tremoot zijn we op zoek naar een ervaren Data Analist met uitgebreide ervaring in Power BI. Als je gepassioneerd bent over data visualisatie en graag werkt in een dynamische omgeving waar kwaliteit en privacy/security hoog in het vaandel staan, dan is deze rol perfect voor jou.

Waarom Tremoot?
Platte Organisatie: Geniet van directe en duidelijke communicatie.
Cultuur: Maak deel uit van een nieuwsgierig, betrokken en persoonlijk team. Voel je thuis!
Ontwikkeling: We benadrukken groei en ondersteunen voortdurende certificering en kennisdeling.
Plezier: Doe mee aan leuke teamuitjes en regelmatige bijeenkomsten die de teamgeest versterken!
Diversiteit en Inclusie: Ervaar een levendige mix van culturen met ons team van expats en externe medewerkers.
Gemeenschap: Bij Tremoot ben je meer dan alleen een medewerker - je bent een essentieel onderdeel van onze levendige gemeenschap.

Wat bieden wij?
Contract: Een vaste rol binnen een vooruitstrevend team.
Salaris: Competitief salaris dat past bij je ervaring en vaardigheden.
Reiskostenvergoeding: NS-businesskaart voor je reisbehoeften.
Vakantiedagen: 25 vakantiedagen om te ontspannen en op te laden.
Technologie: Je ontvangt een bedrijfslaptop voor professioneel gebruik.
Leren: Profiteer van een jaarlijks budget van €1000 voor professionele ontwikkeling.

Jouw Rol als Data Analist:
Ontwikkelen en onderhouden van datavisualisaties en rapportages met Power BI en Power BI Report Builder.
Samenwerken in Agile/Scrum teams om projecten te realiseren die voldoen aan de hoogste normen van kwaliteit en privacy/security.
Analyseren van data om inzichten te verschaffen die strategische besluitvorming ondersteunen.

Wat heb je nodig?
Minimaal 2 jaar ervaring.
Ervaring met data analyse en visualistie met PowerBI en PowerBI Report Builder.
Bekend met Agile en Scrum en kunt dit in de praktijk toepassen.
Nauwkeurig werkend, met oog voor kwaliteit en privacy/security aspecten.
Beheersing van de Nederlandse taal in woord en geschrift.
HBO werk- en denkniveau.

Geïnteresseerd?
Ben je klaar voor een nieuwe uitdaging en wil je deel uitmaken van een vooruitstrevend team? Solliciteer nu bij Tremoot! We kijken ernaar uit om je aan boord te verwelkomen en zien uit naar jouw bijdrage aan onze gemeenschap!"""
"Business Intelligence Analyst
Business Intelligence Analyst",The Customization Group,Riga,Latvia,On-site,N/A,N/A,2024-08-01,0 applicants,"1,001-5,000 employees",Printing Services,https://www.linkedin.com/jobs/search/?currentJobId=3988539833&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3988539833,"""About the job
We are The Customization Group,
A global leader in mass customization. With facilities in the USA, Poland, and Latvia, our team can manufacture up to 500.000 personalized products daily, reaching millions of customers through 20+ of our own online shops and 1,000+ external shops.
Our digital on-demand business model expresses our commitment to sustainability and innovation. Our diverse team of over 500 professionals from 40 different nationalities works together to offer a wide range of high-quality products that bring happiness around the world. You will fit in here if you are a unique individual with a proactive, self-driven work attitude and a good sense of ownership.
We have a brand-new opportunity for a skilled Business Intelligence Analyst. In this role, you'll drive impactful projects, provide vital customer insights, and optimize Power BI reporting to shape our future success. Sounds good? Then keep reading! 

Why You’ll Love Working With Us:
Global Perspective: Collaborate with our international teams and expand your horizons.
Flexible Working: Tailor your work setting to your personal needs, with options for in-house or hybrid models.
Health First: Benefit from comprehensive private health insurance upon passing the probation period.
Celebrate Life: Enjoy additional leave for those moments that matter most.
Office Perks: Relish a variety of breakfast options and snacks, always on us.
Dining Delight: You can either enjoy a monthly meal allowance of €100, or be provided with lunch boxes during the week.
Growth and Learning: Acquire valuable insights and skills for a brighter professional future.
Team Spirit: Connect and grow with your colleagues at our regular team-building and company events.
Your Day to Day responsibilities: 
Creating engaging and interactive Power BI dashboards that turn complex data into visually appealing insights, giving us a quick overview of our business.
Assuming the role of insights, equipping our critical business areas with actionable and current intelligence, leading them to success.
Developing the skill of building relationships with stakeholders of varying seniority levels, ensuring our data-driven knowledge is understood throughout the organization. 
Joining exciting interdepartmental ventures where data guide our decision-making, ensuring every project leads to successful accomplishments.
Preferred Background:
University degree in Economics, Statistics, Business Administration, or IT.
Proficiency in Power BI and DAX language for advanced data visualization and analysis.
Expertise in SQL for efficient data retrieval and analysis.
Advanced skills in Excel and Power Pivot for handling complex datasets.
Strong analytical thinking and a solution-oriented mindset, with the ability to communicate effectively with management.
Fluent in written and spoken English.

Even without every qualification, your unique experiences and skills could make you a great addition to our team, so embrace the opportunities that await you here. Your journey may lead to new skills, relationships, and success.

One team. Millions of happy customers worldwide. Join us! 
https://www.thecustomizationgroup.com/"""
"Freelance Business /data analyst medior
Freelance Business /data analyst medior",MyNextCompany,Brussels Metropolitan Area (Hybrid),N/A,On-site,Mid-Senior level,N/A,2024-08-01,68 applicants,11-50 employees,Human Resources Services,https://www.linkedin.com/jobs/search/?currentJobId=3982361600&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3982361600,"""About the job
Freelance Data Analyst Medior -Brussels
Estimated length of the project: 6 to 12 months, to Start ASAP
Location: Brussels (near public transports) -hybrid (up to 4days /week remote)
The mission
My client aims to optimize its decision-making processes by implementing Key Performance Indicators (KPIs) for the Board of Directors and the Executive Committee. These KPIs are essential for steering the organization and guiding strategic decisions.
MUST-HAVE Skills & experience
Minimum 2 to 5 years of experience as a Data Analyst, with a demonstrated ability to structure business needs clearly and concisely
Technical Knowledge: Understanding of SQL Server without requiring in-depth expertise.
Data Visualization Tools: Knowledge of Tableau for developing dashboards and reports.
Communication Skills: Excellent communication skills to interact effectively with stakeholders and development teams.
Sector Experience: Experience in the services and/or payroll sector is a strong plus.
Responsibilities
Business Needs Analysis: Collaborate with stakeholders to understand and document business needs in a structured manner.
Translating Needs into Functional Analysis: Develop clear and detailed functional analyses for development teams.
Collaboration with Development Teams: Work with back-end developers (SQL Server in DataVault 2.0) and front-end developers (Tableau) to ensure solutions comply with business requirements.
KPI Development and Implementation: Contribute to the design and implementation of KPIs for the Board of Directors and the Executive Committee.
Validation and Testing: Participate in the validation of developed solutions and conduct necessary tests to ensure their quality.
Documentation: Write the necessary documentation for the processes and solutions implemented."""
"Junior Data Analyst (EMEA, remote)
Junior Data Analyst (EMEA, remote)",Margera,Larnaca Municipality,Cyprus,On-site,Entry level,N/A,2024-08-01,96 applicants,11-50 employees,Business Consulting and Services,https://www.linkedin.com/jobs/search/?currentJobId=3974242625&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3974242625,"""About the job
Margera is a boutique analytics agency founded by an x-Googler. We help Enterprise companies grow through the use of data and analytics. We are proud to support top companies in various industries such as banks (Eurobank, Piraeus Bank, Astrobank), travel-related (Aegean Airlines, Sani/ikos Hotels), tobacco (Philip Morris in 6 countries) and gaming (OPAP, Stoiximan, novibet). Our main services are Digital Analytics (we are the only Google Analytics Sales Partner in Greece/Cyprus), Data warehousing (on-prem or on the Cloud), BI and Machine Learning.
 We have an ambitious growth plan (x5 in 3 years) and we are looking for a professional who will be joining our Data Analytics Team.
 Here’s who we’re looking for:
 You are a fresh graduate that wants to start a great career. You must thrive on problem-solving when somebody assigns something challenging to you, you do not say """"this cannot be done"""", but rather """"how can this be done?"""". As a Data Analyst, you will be expected to gather information from various sources, interpret patterns and trends and conclude to actionable insights.
 Typical responsibilities for this role would be:
 The primary responsibility of the Data Analyst is to perform analysis that leads to actionable insights based on the needs of our Clients. 
  Analysis: Analyse data collected from various data sources, identify new data sources or ways to look at the data, perform the synthesis of insights to generate a coherent story
Reporting: Design and create reports for periodic or ad-hoc needs
Development: Assist in data definitions for data warehousing projects or digital analytics. Need to understand the semantics of the data and business to participating in data modeling workshops or tracking guides.

 We do not care about a prestigious university degree or social connections. We care about raw intellectual capacity and drive.
 You must have:
  University degree in Mathematics, Economics (or a similar field)
Native-level proficiency in Greek and at least fluency in English
Strong knowledge of Microsoft Excel (pivot tables, vlookup, text functions)
Data curiosity


 Bonus points for:
  Having completed relevant internships
Knowledge of data-related programming languages (Python, R, etc)
Strong knowledge of SQL
Experience with BI tools (Tableau, Power BI, Qlickview)
Interest into Machine Learning/AI
At least 6 months of relevant work experience

 BENEFITS 
We know that the growth of our company is 100% based on our Team and therefore we are looking for talented and really ambitious people. If you are one of those rare breeds, you will be working with a team of young, smart people in a company with a clear growth mindset. 
 On top of this, we offer:
  Competitive salary
Monthly bonus
Discretionary annual salary increases
Internal trainings either product specific (like Google Analytics, Microsoft PowerBI) or data in general (SQL, AI/ML foundations).
Tech equipment (laptop and big screen)

 HIRING PROCESS
Our hiring process consists of the following steps: 
First Interview: An initial interview to get to know each other and discuss your qualifications and experience.
Exercise Assignment: An exercise, that will be send to you typically the same or the following day, which you need to complete and return to us within two days.
Virtual On-Site Day (Paid): On this day, we will give you an exercise to solve in the morning, which you will present to us at the end of the day. This day is designed for you to get to know the team, understand what a typical day is like with us, and experience working together (e.g., briefing, feedback, etc.). It also provides our team the opportunity to get to know you better and discuss the exercises you have prepared.
 If you want to be in a team that respects you, make an impact with your projects and learn new technologies and strategies through your work and trainings, then you should apply today. View more about Margera and learn how we make this happen."""
"Data Analyst experto en Power BI (Teletrabajo 100%)
Data Analyst experto en Power BI (Teletrabajo 100%) with verification",Plexus Tech,Spain (Remote),N/A,On-site,Mid-Senior level,N/A,2024-08-01,Over 100 applicants,"1,001-5,000 employees",IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3987892205&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3987892205,"""About the job
Somos Plexus Tech. Una compañía tecnológica especializada en servicios y productos IT, fundada en el talento y las capacidades de nuestra gente, más de 3.500 profesionales desarrollando tecnología con alma.

¡Ampliamos nuestro equipo de Data! ¡Buscamos talento!

Desde Plexus seleccionamos perfil especializado en Power BI para unirse al equipo y formar parte de uno de nuestros proyectos dentro del sector de la banca.

Requisitos:

-Experiencia al menos 4 años en visualización de datos.
-Experiencia trabajando con Power BI y Tableau.

Ofrecemos:

Contratación indefinida + teletrabajo 100%
Te unirás a un equipo de más de 3.500 profesionales
Podrás impulsar tu proyección profesional con nosotros/as.
Acceso a formación continuada
Formar parte de un equipo dinámico, comprometido, apasionado por sus clientes y con ganas de dar lo mejor de sí mismo.
Formar parte de una compañía con muchos profesionales de referencia en el sector
Paquete de retribución Flexible
Seguro médico
Ticket Restaurante
Ticket transporte
Ticket guardería

Nos apasiona la tecnología, pero sobre todo nos encantan las personas que la hacen posible. Porque con motivación, ilusión y trabajo en equipo estamos haciendo cosas maravillosas.

Plexus Tech mantiene un compromiso firme con las políticas de Igualdad de empresa. Todos nuestros procesos de selección tienen en cuenta la igualdad de oportunidades entre hombres y mujeres de forma transversal, quedando esto reflejado en nuestro Plan de Igualdad."""
"Data analist
Data analist with verification",Vermaat,IJsselstein,Netherlands,On-site,Mid-Senior level,N/A,2024-08-01,3 applicants,"1,001-5,000 employees",Hospitality,https://www.linkedin.com/jobs/search/?currentJobId=3987884469&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3987884469,"""About the job
Ben jij een Data Analist met een passie voor econometrische vraagstukken en wil je een directe impact maken op bedrijfsresultaten? Als Data Analist bij Vermaat krijg je de kans om zelfstandig aan uitdagende projecten te werken. Jij gaat impact maken!

Jouw functie
Als Data Analist bij Vermaat ben je verantwoordelijk voor het ontwerpen, ontwikkelen en implementeren van voorspellingsmodellen, zoals het voorspellen van het aantal verwachte gasten. Deze modellen zijn essentieel voor het optimaliseren van onze workforce planning en inkoop van food & beverages, waardoor we verspilling minimaliseren en kosten optimaliseren.

Naast je analytische taken, speel je een sleutelrol in de verdere integratie van data analytics binnen de organisatie, waardoor Vermaat steeds meer data-gedreven wordt. Je bent een drijvende kracht in onze transitie naar data-gedreven bedrijfsvoering en helpt ons deze aanpak internationaal uit te rollen, met een focus op Frankrijk en Duitsland. Regelmatig contact en samenwerking met operationele teams in verschillende landen is een belangrijk onderdeel van je rol, inclusief af en toe reizen naar deze locaties.

Wat ga je doen?
Ontwerpen en ontwikkelen van voorspellingsmodellen voor het aantal verwachte gasten en deze implementeren in de operationele processen. In een gemiddelde werkweek zal je hier minimaal de helft van jouw tijd aan besteden.
Analyseren van data om waardevolle inzichten te verkrijgen en deze te vertalen naar concrete verbeteringen in de bedrijfsvoering.
Ondersteunen van de transitie naar een data-gedreven organisatie, inclusief de internationale uitrol in Frankrijk en Duitsland.
Samenwerken met verschillende afdelingen om data-analyse initiatieven te implementeren en te integreren.
Bewaken van de kwaliteit en integriteit van data en analyses.
Rapporteren en presenteren van bevindingen aan stakeholders

Jouw ingrediënten
Minimaal een afgeronde wetenschappelijke opleiding en 5 jaar relevante werkervaring.
Ervaring met Power BI en DAX, of vergelijkbare tooling. Kennis van Microsoft Azure Data Factory en ervaring met Fabric is een pré.
Ervaring met het creëren van machine learning modellen in Python en het ontwikkelen van PySpark scripts (Forecasting model).
Affiniteit met econometrische vraagstukken en de drive om je hierin verder te ontwikkelen.
Nieuwsgierig en ondernemend, met sterke communicatieve vaardigheden die je in staat stellen complexe analyses begrijpelijk over te brengen.
Je kunt analyses en inzichten creëren waar je collega's direct mee aan de slag kunnen, met een focus op gebruiksvriendelijkheid.
Ervaring met projectmanagement en de implementatie van analytische modellen in operationele processen.
Wij zoeken een resultaatgerichte professional die het leuk vindt om bij te dragen aan EBITDA-verbeteringen en zich thuis voelt in een omgeving waar bedrijfsresultaat centraal staat."""
"Analista de datos. Power BI y SQL
Analista de datos. Power BI y SQL",KEYTER GROUP,Lucena,Spain,On-site,N/A,13 hours ago,2024-08-01,40 applicants,201-500 employees,Industrial Machinery Manufacturing,https://www.linkedin.com/jobs/search/?currentJobId=3989566037&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3989566037,"""About the job
En Keyter e Intarcon buscamos reforzar nuestro equipo en Lucena, con la incorporación de un/a Analista de datos. Imprescindible formación y experiencia en Power BI y SQL.

Puedes inscribirte en nuestra web: https://www.intarcon.com/formulario-empleo/

Principales funciones del puesto:

- Recopilación y procesamiento de datos: Recopilar, filtrar y organizar datos de diversas fuentes internas y externas.
- Análisis de datos: Realizar análisis descriptivos, diagnósticos y predictivos para identificar tendencias y patrones, usando SQL.
- Visualización de datos: Crear informes y dashboards interactivos con Power BI.
- Modelado de datos: Desarrollar modelos estadísticos y algoritmos para mejorar la toma de decisiones y predecir resultados futuros.
- Mejora continua: Identificar oportunidades de mejora en los procesos de análisis de datos y proponer soluciones innovadoras.
- Cumplimiento normativo: Asegurar que todos los análisis y procesos de manejo de datos cumplan con las políticas de privacidad y las regulaciones pertinentes.

Competencias y habilidades requeridas:

- Competencia en herramientas de análisis y visualización de datos: SQL, Power BI, Excel, Tableau.
- Experiencia en el uso de bases de datos y herramientas de gestión de datos.
- Habilidad analítica: Capacidad para analizar grandes conjuntos de datos y extraer información relevante.
- Atención al detalle: Alto grado de precisión y atención al detalle.

Formación y experiencia:

- Grado en Estadística, Matemáticas, Informática, Ingeniería o un campo relacionado. Se valorará un Máster o certificaciones adicionales en análisis de datos.
- Experiencia: Al menos 2-3 años de experiencia en análisis de datos o un rol similar.

Qué ofrecemos:

Contrato indefinido a jornada completa, en una empresa en plena expansión nacional e internacional.
Formación a la incorporación al puesto, así como durante el desarrollo del mismo.
Distintos beneficios sociales que podrá adquirir en condiciones ventajosas."""
"Data Analyst
Data Analyst",Gambling Solutions,Bucharest,Romania,On-site,N/A,N/A,2024-08-01,Over 100 applicants,11-50 employees,Gambling Facilities and Casinos,https://www.linkedin.com/jobs/search/?currentJobId=3981217270&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3981217270,"""About the job
Data Analyst in the iGaming Sector
📍 Location: Bucharest, Romania
🏢 Workplace: On-site
💼 Salary: Negotiable
We are seeking a talented professional to join our dynamic team in Bucharest.
Key Responsibilities:
Develop and implement data collection systems and strategies.
Analyze large datasets using advanced statistical methods.
Communicate complex data findings to non-technical stakeholders.
Collaborate with cross-functional teams for data-driven insights.
Design and maintain dashboards and reports.
Monitor data integrity and perform regular quality checks.
Identify opportunities to improve data processes.
Requirements:
Proven experience as a Data Analyst, preferably in iGaming.
Proficiency with data visualization tools like Tableau or Power BI.
Strong statistical analysis skills.
Excellent communication and presentation skills.
Ability to work under pressure and meet tight deadlines.
Knowledge of English/Romanian or English/Russian.
If you are ready to take your career to the next level in the exciting world of iGaming, we'd love to hear from you!"""
"Analista de datos
Analista de datos",APARA,Madrid,Spain,On-site,N/A,N/A,2024-08-01,51 applicants,"501-1,000 employees",IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3977251252&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,3977251252,"""About the job
APARA es una compañía del Grupo MTP (https://www.mtp.es/), fundado en 1997. Presente en España, USA, Brasil y México cuenta con más de 1200 profesionales prestando servicios focalizados principalmente a facilitar la Transformación Digital de las empresas.

Actualmente nos encontramos en la búsqueda de 2 perfiles Expertos en reporting para el área de Collections de importante entidad financiera.

Requisitos imprescindibles:
Sas
Excel
Citrix
Putty
Sql delevoper
Sharepoint
 Requisitos deseables:
Fuerte conocimiento de las operaciones de cobranza/collections, principios de gestión del riesgo crediticio y requisitos regulatorios en el sector bancario.
Valorable conocimiento de Python o R.
Es muy deseable tener experiencia con plataformas de inteligencia empresarial (por ejemplo, Tableau, Power BI).

Funciones:
Realizar informes
Realizar Dashboard de Cobros.
No hay diarios, semanales y mensuales, se facilita un funcional y debe desarrollarlo.

Qué ofrecemos:
22 días laborables de vacaciones y el 24 y 31 de diciembre.
Posibilidad de elección de percibir tu salario en 12 o 14 pagas.
Posibilidad de acogerse a planes de remuneración flexible (seguro privado Adeslas, ticket restaurante y guardería).

Tipo de contrato:
Indefinido. Jornada completa
Madrid- presencial"""
